--------- beginning of main
06-12 23:20:28.576 W/ServerBootstrap(21098): Unknown channel option 'SO_KEEPALIVE' for channel '[id: 0x5c9caeec]'
06-12 23:20:28.578 W/ServerBootstrap(21098): Unknown channel option 'TCP_NODELAY' for channel '[id: 0x5c9caeec]'
06-12 23:20:28.580 I/chatty  (  403): uid=0(root) DK-SiCntrl expire 202 lines
--------- beginning of kernel
06-12 23:20:30.011 W/[ 3397.131357@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1863
06-12 23:20:30.539 D/[ 3397.654446@2]  logd(    0): logdr: UID=0 GID=0 PID=21191 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 23:20:30.547 D/[ 3397.666533@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 21191, from LogBuffer::kickMe()
--------- beginning of system
06-12 23:20:30.946 I/ActivityTaskManager(  637): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 23:30:03.364 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.404 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:03.404 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:03.404 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:03.464 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.505 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:03.505 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:03.505 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:03.529 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 16
06-12 23:30:03.564 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.605 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:03.605 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:03.605 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:03.610 I/.startv.hotsta(23915): NativeAlloc concurrent copying GC freed 114799(5658KB) AllocSpace objects, 47(1180KB) LOS objects, 49% free, 13MB/27MB, paused 145us total 404.251ms
06-12 23:30:03.639 D/rtk_heartbeat(  350): heartbeat_timed_out: heartbeatCmdCount = 3949, expected nextSeqNum = 3949
06-12 23:30:03.640 D/rtk_heartbeat(  350): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3949,should SeqNum=3949, status = 0
06-12 23:30:03.664 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.683 D/JioStbInactivityTimer(  936): Timer: count 200 warningTimeout:10680 timeout:10800
06-12 23:30:03.683 D/JioStbInactivityTimer(  936): isUserActive: Curr:3769411 Prev:3769411
06-12 23:30:03.705 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:03.706 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:03.706 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:03.765 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.806 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:03.806 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:03.806 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:03.865 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.906 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:03.906 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:03.907 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:03.965 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:03.979 I/ThermalService(  987): CPU temperatures: [71.4]
06-12 23:30:04.005 I/.startv.hotsta(23915): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:30:04.007 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.009 I/e.swalekh.abct( 1352): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:30:04.024 D/JioSTBMRServer-SERVICE( 3281): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 23:30:04.024 D/JioSTBMRServer-SERVICE( 3281): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 23:30:04.027 D/JioSTBMRServer-SERVICE( 3281): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 23:30:04.027 D/JioSTBMRServer-SERVICE( 3281): #broadcast IP:192.168.1.255
06-12 23:30:04.029 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 17
06-12 23:30:04.065 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.069 I/appium  (23842): channel read: POST /session/158d6047-572b-4284-8849-192991a43748/element
06-12 23:30:04.071 I/appium  (23842): FindElement command
06-12 23:30:04.074 I/appium  (23842): method: 'xpath', selector: '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']'
06-12 23:30:04.075 I/appium  (23842): Waiting up to 10000ms for the device to idle
06-12 23:30:04.077 I/chromium( 1786): [INFO:CONSOLE(251)] "Fetched Data of matchDetails: [object Object]", source: https://widget.jionews.com/jionews-cricketwidget-vdo/prod/index.html (251)
06-12 23:30:04.077 I/chromium( 1786): [INFO:CONSOLE(251)] "Uncaught (in promise) ReferenceError: team1name is not defined", source: https://widget.jionews.com/jionews-cricketwidget-vdo/prod/index.html (251)
06-12 23:30:04.107 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.107 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:04.107 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:04.165 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.183 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.184 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:04.184 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:04.187 I/JioBackgroundSchedulerService( 2785): Check schedule  
06-12 23:30:04.208 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.263 I/appium  (23842): The following attributes will be included to the page source: [resource-id]
06-12 23:30:04.265 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.291 W/[ 3971.411849@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1859
06-12 23:30:04.308 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.358 E/ocessService0:( 2252): failed to create Unix domain socket: Operation not permitted
06-12 23:30:04.366 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.408 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.466 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.503 I/appium  (23842): Took 0ms to retrieve 1 matches for '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']' XPath2 query
06-12 23:30:04.509 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.510 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":{"ELEMENT":"00000000-0000-003c-ffff-ffff000000aa","element-6066-11e4-a52e-4f735466cecf":"00000000-0000-003c-ffff-ffff000000aa"}}
06-12 23:30:04.530 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 18
06-12 23:30:04.534 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff000000aa/attribute/displayed
06-12 23:30:04.535 I/appium  (23842): GetElementAttribute command
06-12 23:30:04.544 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:04.562 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff000000aa/attribute/displayed
06-12 23:30:04.563 I/appium  (23842): GetElementAttribute command
06-12 23:30:04.566 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.570 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:04.591 I/appium  (23842): channel read: POST /session/158d6047-572b-4284-8849-192991a43748/appium/device/press_keycode
06-12 23:30:04.592 I/appium  (23842): PressKeyCode command
06-12 23:30:04.592 I/appium  (23842): Calling PressKeyCode... 
06-12 23:30:04.596 D/UiDevice(23842): Pressing keycodes [4] with modifier 0.
06-12 23:30:04.599 W/[ 3971.716804@0]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:30:04.603 D/InputDispatcher(  637): injectInputEvent - eventType=1, injectorPid=23823, injectorUid=0, syncMode=2, timeout=30000, policyFlags=0x08000000
06-12 23:30:04.603 D/WindowManager(  637): interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000000
06-12 23:30:04.603 D/WindowManager(  637): CloudPC is in NOT in foreground
06-12 23:30:04.603 D/WindowManager(  637): isKeyNeedsToPassToJioCloudPC :: NO
06-12 23:30:04.604 D/WindowManager(  637): interceptKeyTi keyCode=4 down=true repeatCount=0 keyguardOn=false canceled=false
06-12 23:30:04.604 D/WindowManager(  637): CloudPC is in NOT in foreground
06-12 23:30:04.604 I/android.hardware.power-service.libperfmgr(  369): Power setBoost: INTERACTION duration: 0
06-12 23:30:04.604 D/WindowManager(  637): isKeyNeedsToPassToJioCloudPC :: NO
06-12 23:30:04.604 I/libperfmgr(  369): Do Powerhint: INTERACTION
06-12 23:30:04.604 D/GlobalKeyManager(  637): KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x0, repeatCount=0, eventTime=3971713, downTime=3971713, deviceId=-1, source=0x101, displayId=-1 }
06-12 23:30:04.604 I/android.hardware.power-service.libperfmgr(  369): Power setBoost: INTERACTION duration: 0
06-12 23:30:04.605 D/InputDispatcher(  637): Setting input event injection result to 0.  injectorPid=23823, injectorUid=0
06-12 23:30:04.605 I/libperfmgr(  369): Do Powerhint: INTERACTION
06-12 23:30:04.605 D/InputDispatcher(  637): injectInputEvent - Waiting for 1 pending foreground dispatches.
06-12 23:30:04.606 D/InputDispatcher(  637): injectInputEvent - Finished with result 0. injectorPid=23823, injectorUid=0
06-12 23:30:04.608 D/InputDispatcher(  637): injectInputEvent - eventType=1, injectorPid=23823, injectorUid=0, syncMode=2, timeout=30000, policyFlags=0x08000000
06-12 23:30:04.608 D/WindowManager(  637): interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000000
06-12 23:30:04.608 D/WindowManager(  637): CloudPC is in NOT in foreground
06-12 23:30:04.609 D/WindowManager(  637): isKeyNeedsToPassToJioCloudPC :: NO
06-12 23:30:04.609 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.609 D/AutofillManagerService(  637): onBackKeyPressed()
06-12 23:30:04.609 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:04.609 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:04.610 D/WindowManager(  637): interceptKeyTi keyCode=4 down=false repeatCount=0 keyguardOn=false canceled=false
06-12 23:30:04.610 D/WindowManager(  637): CloudPC is in NOT in foreground
06-12 23:30:04.610 D/WindowManager(  637): isKeyNeedsToPassToJioCloudPC :: NO
06-12 23:30:04.610 D/GlobalKeyManager(  637): KeyEvent { action=ACTION_UP, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x0, repeatCount=0, eventTime=3971713, downTime=3971713, deviceId=-1, source=0x101, displayId=-1 }
06-12 23:30:04.610 D/InputDispatcher(  637): Setting input event injection result to 0.  injectorPid=23823, injectorUid=0
06-12 23:30:04.610 D/InputDispatcher(  637): injectInputEvent - Waiting for 1 pending foreground dispatches.
06-12 23:30:04.614 D/InputDispatcher(  637): injectInputEvent - Finished with result 0. injectorPid=23823, injectorUid=0
06-12 23:30:04.629 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":null}
06-12 23:30:04.639 D/rtk_heartbeat(  350): heartbeat_timed_out: heartbeatCmdCount = 3950, expected nextSeqNum = 3950
06-12 23:30:04.640 D/rtk_heartbeat(  350): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3950,should SeqNum=3950, status = 0
06-12 23:30:04.648 I/appium  (23842): channel read: POST /session/158d6047-572b-4284-8849-192991a43748/elements
06-12 23:30:04.649 I/appium  (23842): FindElements command
06-12 23:30:04.655 I/appium  (23842): method: 'xpath', selector: '//android.widget.TextView[@resource-id='in.startv.hotstar:id/tv_title']'
06-12 23:30:04.656 I/appium  (23842): Waiting up to 10000ms for the device to idle
06-12 23:30:04.666 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.684 D/JioStbInactivityTimer(  936): Timer: count 201 warningTimeout:10680 timeout:10800
06-12 23:30:04.684 D/JioStbInactivityTimer(  936): isUserActive: Curr:3769411 Prev:3769411
06-12 23:30:04.710 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.710 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:30:04.710 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:30:04.766 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.782 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 23:30:04.810 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.866 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:04.910 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:04.967 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.011 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:05.030 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 19
06-12 23:30:05.067 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.111 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:05.147 D/sub_mixing_factory(  349): [out_standby_subMixingPCM:1324] out_stream(0xf139b000) usecase: PCM_NORMAL
06-12 23:30:05.148 I/sub_mixing_factory(  349): [usecase_change_validate_l_sm:1170] cur dev masks:0x1, delete out usecase:PCM_NORMAL
06-12 23:30:05.148 I/sub_mixing_factory(  349): [usecase_change_validate_l_sm:1180] standby unmask usecase PCM_NORMAL
06-12 23:30:05.148 I/amlAudioMixer(  349): [delete_mixer_input_port:197] input port ID:0, type:PCM_SYSTEM, cur mask:0x1
06-12 23:30:05.150 I/system_server(  637): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:30:05.167 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.212 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:30:05.267 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.316 D/JioAppOptimizer( 1707): AppOptimizerService :: handleMessage()
06-12 23:30:05.320 D/JioAppOptimizer( 1707): AppOptimizerService :: handleMessage() : Foreground Package=in.startv.hotstar
06-12 23:30:05.320 D/JioAppOptimizer( 1707): AppOptimizerService :: handleMessage() : Free memory available in MB : 410.5859375
06-12 23:30:05.320 D/JioAppOptimizer( 1707): AppOptimizerService :: handleMessage() : checkAndRemoveBackgroundApps()
06-12 23:30:05.320 D/JioAppOptimizer( 1707): AppOptimizerService :: checkAndRemoveBackgroundApps()
06-12 23:30:05.342 I/appium  (23842): The following attributes will be included to the page source: [resource-id]
06-12 23:30:05.367 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.381 E/WifiVendorHal(  637): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 23:30:05.467 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.530 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 20
06-12 23:30:05.561 I/appium  (23842): Took 1ms to retrieve 8 matches for '//android.widget.TextView[@resource-id='in.startv.hotstar:id/tv_title']' XPath2 query
06-12 23:30:05.566 I/appium  (23842): Caching 8 found elements
06-12 23:30:05.568 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.577 I/appium  (23842): Cached 8 elements
06-12 23:30:05.582 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":[{"ELEMENT":"00000000-0000-003c-ffff-ffff00000022","element-6066-11e4-a52e-4f735466cecf":"00000000-0000-003c-ffff-ffff00000022"},{"ELEMENT":"00000000-0000-003c-ffff-ffff00000027","element-6066-11e4-a52e-4f735466cecf":"00000000-0000-003c-fff…
06-12 23:30:05.603 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000022/attribute/displayed
06-12 23:30:05.605 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.613 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.630 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000027/attribute/displayed
06-12 23:30:05.631 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.639 D/rtk_heartbeat(  350): heartbeat_timed_out: heartbeatCmdCount = 3951, expected nextSeqNum = 3951
06-12 23:30:05.639 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.640 D/rtk_heartbeat(  350): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3951,should SeqNum=3951, status = 0
06-12 23:30:05.657 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff0000002c/attribute/displayed
06-12 23:30:05.658 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.667 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.668 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.683 D/JioStbInactivityTimer(  936): Timer: count 202 warningTimeout:10680 timeout:10800
06-12 23:30:05.683 D/JioStbInactivityTimer(  936): isUserActive: Curr:3769411 Prev:3769411
06-12 23:30:05.685 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000031/attribute/displayed
06-12 23:30:05.686 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.694 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.710 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000036/attribute/displayed
06-12 23:30:05.711 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.719 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.735 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff0000003b/attribute/displayed
06-12 23:30:05.736 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.745 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.761 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000040/attribute/displayed
06-12 23:30:05.762 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.768 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.771 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.789 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000045/attribute/displayed
06-12 23:30:05.790 I/appium  (23842): GetElementAttribute command
06-12 23:30:05.799 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"true"}
06-12 23:30:05.818 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000022/text
06-12 23:30:05.819 I/appium  (23842): GetText command
06-12 23:30:05.830 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"Home"}
06-12 23:30:05.847 I/appium  (23842): channel read: GET /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000027/text
06-12 23:30:05.849 I/appium  (23842): GetText command
06-12 23:30:05.858 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":"Search"}
06-12 23:30:05.868 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.882 I/appium  (23842): channel read: POST /session/158d6047-572b-4284-8849-192991a43748/element/00000000-0000-003c-ffff-ffff00000027/click
06-12 23:30:05.883 I/appium  (23842): Click command
06-12 23:30:05.897 D/[278   ] JioAccount-ADC( 2068): com.jio.adc.core.b$3 run> Unbinding
06-12 23:30:05.903 D/memtrack_aml(  366): sysfs path
06-12 23:30:05.904 D/InputDispatcher(  637): injectInputEvent - eventType=2, injectorPid=23823, injectorUid=0, syncMode=0, timeout=30000, policyFlags=0x08000000
06-12 23:30:05.904 D/InputDispatcher(  637): injectInputEvent - Finished with result 0. injectorPid=23823, injectorUid=0
06-12 23:30:05.905 D/InputDispatcher(  637): Setting input event injection result to 0.  injectorPid=23823, injectorUid=0
06-12 23:30:05.905 V/InputDispatcher(  637): Asynchronous input event injection succeeded.
06-12 23:30:05.905 I/android.hardware.power-service.libperfmgr(  369): Power setBoost: INTERACTION duration: 0
06-12 23:30:05.905 I/libperfmgr(  369): Do Powerhint: INTERACTION
06-12 23:30:05.906 I/android.hardware.power-service.libperfmgr(  369): Power setBoost: INTERACTION duration: 0
06-12 23:30:05.906 I/libperfmgr(  369): Do Powerhint: INTERACTION
06-12 23:30:05.916 D/InputDispatcher(  637): injectInputEvent - eventType=2, injectorPid=23823, injectorUid=0, syncMode=0, timeout=30000, policyFlags=0x08000000
06-12 23:30:05.917 D/InputDispatcher(  637): injectInputEvent - Finished with result 0. injectorPid=23823, injectorUid=0
06-12 23:30:05.917 D/InputDispatcher(  637): Setting input event injection result to 0.  injectorPid=23823, injectorUid=0
06-12 23:30:05.917 V/InputDispatcher(  637): Asynchronous input event injection succeeded.
06-12 23:30:05.933 W/GestureController(23842): Gestures took longer than expected (43ms >> 16ms), device might be in a busy state.
06-12 23:30:05.933 I/appium  (23842): Waiting up to 10000ms for the device to idle
06-12 23:30:05.968 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:05.996 I/ThermalService(  987): CPU temperatures: [71.200005]
06-12 23:30:06.030 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 21
06-12 23:30:06.056 I/.startv.hotsta(23915): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:30:06.058 I/e.swalekh.abct( 1352): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:30:06.066 D/JioSTBMRServer-SERVICE( 3281): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 23:30:06.066 D/JioSTBMRServer-SERVICE( 3281): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 23:30:06.068 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:06.069 D/JioSTBMRServer-SERVICE( 3281): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 23:30:06.069 D/JioSTBMRServer-SERVICE( 3281): #broadcast IP:192.168.1.255
06-12 23:30:06.169 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:06.269 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 23:30:06.369 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:06.398 E/ocessService0:( 2252): failed to create Unix domain socket: Operation not permitted
06-12 23:30:06.469 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:30:06.530 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 22
06-12 23:30:06.569 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
