--------- beginning of kernel
06-12 16:33:40.389 E/[ 6295.741928@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457966/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.741946@1]  selinux(    0):  
06-12 16:33:40.389 E/[ 6295.745638@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457968/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.745654@1]  selinux(    0):  
06-12 16:33:40.565 D/[ 6295.919357@3]  logd(    0): logdr: UID=0 GID=0 PID=8154 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 16:33:40.571 D/[ 6295.928255@1]  logd(    0): Skipping 4294967295 entries from slow reader, pid 8154, from LogBuffer::kickMe()
--------- beginning of crash
06-12 16:33:40.707 F/linker  ( 8164): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:39:07.257 I/JTCLOG  ( 3423): JtcForegroundService ->retrieveIpv6 -> 2401:4900:1c16:1df9:61d5:467:50d:aee1
06-12 16:39:07.258 I/JTCLOG  ( 3423): JtcForegroundService ->ipValidation -> ipAddress = 2401:4900:1c16:1df9:61d5:467:50d:aee1 preference ip = 2409:40c2:124e:c931:7a5:7da2:7d86:3595
06-12 16:39:07.262 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6598, expected nextSeqNum = 6598
06-12 16:39:07.263 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6598,should SeqNum=6598, status = 0
06-12 16:39:07.291 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.297 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:39:07.391 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.407 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:39:07.491 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.591 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.655 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 44
06-12 16:39:07.692 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.750 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:07.752 I/appium  ( 9760): FindElement command
06-12 16:39:07.755 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:07.757 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:07.760 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:07.768 D/JioStbInactivityTimer(  933): Timer: count 116 warningTimeout:10680 timeout:10800
06-12 16:39:07.768 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:39:07.792 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.810 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:07.814 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:07.892 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:07.992 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:39:08.092 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.155 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 45
06-12 16:39:08.192 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.262 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6599, expected nextSeqNum = 6599
06-12 16:39:08.264 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6599,should SeqNum=6599, status = 0
06-12 16:39:08.293 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.336 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:08.337 I/appium  ( 9760): FindElement command
06-12 16:39:08.339 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:08.340 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:08.343 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:08.393 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.397 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:08.402 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:08.432 I/ThermalService(  986): CPU temperatures: [63.800003]
06-12 16:39:08.493 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.593 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.656 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 46
06-12 16:39:08.693 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.767 D/JioStbInactivityTimer(  933): Timer: count 117 warningTimeout:10680 timeout:10800
06-12 16:39:08.768 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:39:08.794 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.894 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.927 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:08.928 I/appium  ( 9760): FindElement command
06-12 16:39:08.930 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:08.931 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:08.933 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:08.992 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:08.994 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:08.997 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:09.094 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.104 I/.startv.hotsta( 9959): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:39:09.106 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:39:09.112 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:39:09.112 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:39:09.116 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:39:09.116 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:39:09.156 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 47
06-12 16:39:09.194 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.256 I/JioBackgroundSchedulerService( 2785): Check schedule  
06-12 16:39:09.262 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6600, expected nextSeqNum = 6600
06-12 16:39:09.263 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6600,should SeqNum=6600, status = 0
06-12 16:39:09.294 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.337 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:39:09.395 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.407 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:39:09.495 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.517 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:09.518 I/appium  ( 9760): FindElement command
06-12 16:39:09.520 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:09.520 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:09.523 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:09.582 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:09.587 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:09.595 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.656 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 48
06-12 16:39:09.695 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.767 D/JioStbInactivityTimer(  933): Timer: count 118 warningTimeout:10680 timeout:10800
06-12 16:39:09.767 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:39:09.795 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:09.895 W/[ 6625.251181@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1106
06-12 16:39:09.895 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:39:09.996 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.045 I/DTVKit  (  405): request[114]: 'CmnNoti.onDvbIpPacketDetails' // '[]'
06-12 16:39:10.046 D/stbresmgr(  405): STB_RESNumTuners[315]: num_tuners: 3
06-12 16:39:10.046 E/dvb_iptv(  405): IPTV_GetDvbIpPacketDetails[684]: No valid ECM iptv_handle
06-12 16:39:10.046 D/dvb_iptv(  405): IPTV_GetDvbIpPacketDetails[688]: EMM Pkt stat received_packets:0 lost_packets:0 recov_packets:0 
06-12 16:39:10.046 E/CommonClientNotiCbUtilsIntf(  405): onDvbIpPacketDetails[97]: Failure of Getting DvbIpDetails
06-12 16:39:10.047 D/CommonClientNotiCbUtilsImpl( 1621): Not Received Valid Info
06-12 16:39:10.075 E/WifiVendorHal(  632): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 16:39:10.096 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.104 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:10.105 I/appium  ( 9760): FindElement command
06-12 16:39:10.107 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:10.107 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:10.111 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:10.156 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 49
06-12 16:39:10.164 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
