--------- beginning of crash
06-12 10:55:22.974 F/linker  (18505): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:10:33.651 I/Aml_MP  (  403): AmlVMXIptvCas_V2 dtor AmlVMXIptvCas_V2
06-12 11:10:33.651 I/Aml_MP  (  403): AmCasLibWrapper [~AmCasLibWrapper:47] 
06-12 11:10:33.651 D/am_cas_api(  403): [releaseAmCas/294]
06-12 11:10:33.651 V/AVPIPTV (  403): [0] ~AmCasIPTVSC2 at # 707, class_instance_index=0
06-12 11:10:33.651 I/Aml_MP  (  403): AmCasLibWrapper delete mCasObj
06-12 11:10:33.651 I/Aml_MP  (  403): AmlCasBase [~AmlCasBase:89] 
06-12 11:10:33.651 D/ltts_ip_emm(  403): CloseEmmCasSession[450]: Aml_MP_CAS_CloseSession_Emm | ret_Aml: 0
06-12 11:10:33.653 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[96,96], OUT[72,72,72] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.671 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 12 lines
06-12 11:10:33.673 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[96,96], OUT[72,72,72] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.683 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[96,96], OUT[73,73,73] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.685 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[96,96], OUT[73,73,73] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.686 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:33.687 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[96,96], OUT[73,73,73] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.694 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 6 lines
06-12 11:10:33.696 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[96,96], OUT[73,73,73] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.698 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[97,97], OUT[73,73,73] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.703 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:10:33.704 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[97,97], OUT[73,73,73] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.715 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[97,97], OUT[74,74,74] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.724 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:10:33.726 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[97,97], OUT[74,74,74] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.726 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4002, expected nextSeqNum = 4002
06-12 11:10:33.727 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4002,should SeqNum=4002, status = 0
06-12 11:10:33.728 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[98,98], OUT[74,74,74] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.742 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 11 lines
06-12 11:10:33.744 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[98,98], OUT[74,74,74] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.752 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[98,98], OUT[75,75,75] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.774 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 16 lines
06-12 11:10:33.776 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[98,98], OUT[75,75,75] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.779 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[99,99], OUT[75,75,75] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.783 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[99,99], OUT[75,75,75] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.786 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:33.793 D/JioStbInactivityTimer(  928): Timer: count 128 warningTimeout:10680 timeout:10800
06-12 11:10:33.793 D/JioStbInactivityTimer(  928): isUserActive: Curr:3894116 Prev:3894116
06-12 11:10:33.797 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[99,99], OUT[76,76,76] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.805 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:10:33.806 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[99,99], OUT[76,76,76] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.806 I/.startv.hotsta(22316): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:10:33.808 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:10:33.811 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[99,99], OUT[76,76,76] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.816 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:10:33.818 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[99,99], OUT[76,76,76] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.818 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:10:33.818 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:10:33.824 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:10:33.824 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:10:33.830 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[100,100], OUT[77,77,77] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.854 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 19 lines
06-12 11:10:33.855 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[100,100], OUT[77,77,77] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.857 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[77,77,77] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.860 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:10:33.869 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[77,77,77] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.879 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.884 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:10:33.886 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.886 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:33.886 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.891 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:10:33.892 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.894 I/ThermalService(  975): CPU temperatures: [65.600006]
06-12 11:10:33.894 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.899 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:10:33.900 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.912 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[102,102], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.913 F/linker  (22932): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:10:33.933 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 14 lines
06-12 11:10:33.934 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[102,102], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.936 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.943 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:10:33.944 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.954 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[80,80,80] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.964 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 7 lines
06-12 11:10:33.966 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[80,80,80] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.971 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[104,104], OUT[80,80,80] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.982 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:10:33.983 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[104,104], OUT[80,80,80] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:33.986 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:33.994 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[104,104], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.012 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 15 lines
06-12 11:10:34.014 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[104,104], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.015 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.023 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:10:34.024 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.034 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.043 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:10:34.044 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.046 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.075 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 19 lines
06-12 11:10:34.077 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.086 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.087 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:34.088 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.093 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:10:34.094 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.096 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.105 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 6 lines
06-12 11:10:34.106 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.116 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.142 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 16 lines
06-12 11:10:34.142 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.144 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.151 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 1
06-12 11:10:34.151 D/stbhwnet(  403): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 11:10:34.151 D/stbhwnet(  403): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 11:10:34.151 D/stbhwnet(  403): STB_NWDropMembership[1353]: src url SSM enabled
06-12 11:10:34.152 D/stbhwnet(  403): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 11:10:34.152 D/stbhwnet(  403): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 11:10:34.152 D/stbhwnet(  403): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 11:10:34.152 D/stbhwnet(  403): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 11:10:34.153 D/stbhwnet(  403): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 11:10:34.153 D/stbhwnet(  403): STB_NWDropMembership[1353]: src url SSM enabled
06-12 11:10:34.153 D/stbhwnet(  403): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 11:10:34.154 D/stbhwnet(  403): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 11:10:34.154 D/stbhwnet(  403): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 11:10:34.154 D/stbhwnet(  403): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 11:10:34.154 D/stbhwnet(  403): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 11:10:34.154 D/stbhwnet(  403): STB_NWDropMembership[1353]: src url SSM enabled
06-12 11:10:34.155 D/stbhwnet(  403): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 11:10:34.155 D/stbhwnet(  403): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 11:10:34.155 D/stbhwnet(  403): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 11:10:34.155 D/stbhwnet(  403): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 11:10:34.155 D/stbhwnet(  403): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 11:10:34.155 D/stbhwnet(  403): STB_NWDropMembership[1353]: src url SSM enabled
06-12 11:10:34.155 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.156 D/stbhwnet(  403): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 11:10:34.156 D/stbhwnet(  403): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 11:10:34.156 D/stbhwnet(  403): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 11:10:34.156 E/DvbiInterface(  403): StopStartcurrentemmsession[1192]: sucessfully stop the emm session
06-12 11:10:34.158 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.172 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 11 lines
06-12 11:10:34.174 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.176 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.184 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 6 lines
06-12 11:10:34.185 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.187 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:34.187 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.198 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.218 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 12 lines
06-12 11:10:34.219 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.228 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.252 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 15 lines
06-12 11:10:34.253 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.255 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.269 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 9 lines
06-12 11:10:34.272 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.281 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.287 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:34.292 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.298 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:10:34.300 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.310 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[89,89,89] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.343 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 24 lines
06-12 11:10:34.344 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[89,89,89] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.353 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.367 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 9 lines
06-12 11:10:34.368 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.373 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[113,113], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.379 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:10:34.382 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[113,113], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.386 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.387 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:10:34.388 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.389 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 1 line
06-12 11:10:34.390 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.400 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.411 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 8 lines
06-12 11:10:34.412 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.415 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.435 D/JioLauncher( 1779): overlay status check for wifi and bt remote false false
06-12 11:10:34.437 D/Match code1( 1446): 2
06-12 11:10:34.437 D/JIO_TR069-( 1446): Predefined List [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott]
06-12 11:10:34.437 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[92,92,92] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.439 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[92,92,92] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.439 D/JIO_TR069-( 1446): Caller Package com.iwedia.ui.rjio.launcher.reliance
06-12 11:10:34.439 D/JIO_TR069-( 1446): White Listed Apps []
06-12 11:10:34.440 D/JIO_TR069-( 1446): Final White Listed Apps [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott, ]
06-12 11:10:34.442 D/JioLauncher( 1779): network-type-------NonJioNetwork
06-12 11:10:34.443 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[92,92,92] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:10:34.446 W/[ 4024.033008@0]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 11:10:34.445 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[92,92,92] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
