--------- beginning of kernel
06-12 11:11:27.829 W/[ 4077.418805@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 14
06-12 11:11:28.690 D/[ 4078.276862@3]  logd(    0): logdr: UID=0 GID=0 PID=23330 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 11:11:28.690 D/[ 4078.278456@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 23330, from LogBuffer::kickMe()
--------- beginning of system
06-12 11:11:28.858 I/ActivityTaskManager(  628): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 11:18:24.951 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:24.961 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:18:24.963 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[101,101], OUT[78,78,78] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:24.970 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 10
06-12 11:18:24.979 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:24.980 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[102,102], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:24.996 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 8 lines
06-12 11:18:24.998 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[102,102], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.001 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.008 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.009 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[79,79,79] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.024 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[80,80,80] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.036 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.039 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[103,103], OUT[80,80,80] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.058 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[104,104], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.076 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:18:25.078 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[104,104], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.080 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.080 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.086 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[81,81,81] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.099 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.106 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:18:25.109 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[105,105], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.116 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.124 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.127 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[82,82,82] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.142 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.156 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 7 lines
06-12 11:18:25.158 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[106,106], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.166 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[83,83,83] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.176 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.178 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.180 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.181 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.187 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 1 line
06-12 11:18:25.190 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[107,107], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.194 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.210 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:18:25.212 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[84,84,84] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.224 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.237 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 7 lines
06-12 11:18:25.238 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[108,108], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.241 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[85,85,85] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.253 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.264 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 6 lines
06-12 11:18:25.269 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[109,109], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.275 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.278 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.280 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.281 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.289 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.293 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[86,86,86] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.304 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.313 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:18:25.316 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[110,110], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.320 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[87,87,87] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.332 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.347 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 8 lines
06-12 11:18:25.349 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[111,111], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.356 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.363 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:18:25.365 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[88,88,88] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.374 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[89,89,89] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.378 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.380 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[89,89,89] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.380 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.382 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[89,89,89] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.413 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 14 lines
06-12 11:18:25.414 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[89,89,89] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.423 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.432 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 6 lines
06-12 11:18:25.434 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[112,112], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.436 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[113,113], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.444 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:18:25.445 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[113,113], OUT[90,90,90] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.454 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.465 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 7 lines
06-12 11:18:25.467 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.470 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 11
06-12 11:18:25.471 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.476 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.479 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[114,114], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.480 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.481 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.488 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[91,91,91] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.504 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[92,92,92] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.525 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 11 lines
06-12 11:18:25.526 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[115,115], OUT[92,92,92] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.532 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:18:25.536 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[116,116], OUT[93,93,93] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.552 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:18:25.553 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[116,116], OUT[93,93,93] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.555 I/.startv.hotsta(24974): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:18:25.556 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:18:25.557 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[116,116], OUT[93,93,93] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.562 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[93,93,93] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.564 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[93,93,93] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.565 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:18:25.565 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:18:25.566 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[93,93,93] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.572 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:18:25.572 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:18:25.575 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[94,94,94] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.578 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 2 lines
06-12 11:18:25.579 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[94,94,94] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.580 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.582 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[94,94,94] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.587 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:18:25.588 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[117,117], OUT[94,94,94] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.590 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[118,118], OUT[94,94,94] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.607 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 12 lines
06-12 11:18:25.609 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[118,118], OUT[94,94,94] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.618 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[118,118], OUT[95,95,95] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.637 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 14 lines
06-12 11:18:25.638 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[118,118], OUT[95,95,95] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.648 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[119,119], OUT[96,96,96] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.668 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 10 lines
06-12 11:18:25.669 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[119,119], OUT[96,96,96] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.671 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[120,120], OUT[96,96,96] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.678 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:18:25.680 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[120,120], OUT[96,96,96] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.681 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.681 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[120,120], OUT[96,96,96] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.688 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:18:25.689 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[120,120], OUT[96,96,96] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.699 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[120,120], OUT[97,97,97] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.717 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 14 lines
06-12 11:18:25.719 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[120,120], OUT[97,97,97] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.721 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[121,121], OUT[97,97,97] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.727 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:18:25.728 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[121,121], OUT[97,97,97] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.741 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[121,121], OUT[98,98,98] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.760 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 9 lines
06-12 11:18:25.761 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[121,121], OUT[98,98,98] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.762 I/ThermalService(  975): CPU temperatures: [66.9]
06-12 11:18:25.763 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[121,121], OUT[98,98,98] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.765 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 1 line
06-12 11:18:25.767 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[121,121], OUT[98,98,98] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.775 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[122,122], OUT[99,99,99] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.777 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 1 line
06-12 11:18:25.779 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[122,122], OUT[99,99,99] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.781 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.781 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[122,122], OUT[99,99,99] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.790 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 6 lines
06-12 11:18:25.792 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[122,122], OUT[99,99,99] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.799 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[123,123], OUT[99,99,99] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.808 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:18:25.810 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[123,123], OUT[99,99,99] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.820 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[123,123], OUT[100,100,100] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.828 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 5 lines
06-12 11:18:25.829 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[123,123], OUT[100,100,100] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.831 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[124,124], OUT[100,100,100] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.839 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 4 lines
06-12 11:18:25.840 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[124,124], OUT[100,100,100] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.840 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4474, expected nextSeqNum = 4474
06-12 11:18:25.842 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4474,should SeqNum=4474, status = 0
06-12 11:18:25.853 D/JioStbInactivityTimer(  928): Timer: count 118 warningTimeout:10680 timeout:10800
06-12 11:18:25.853 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:18:25.881 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:18:25.933 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[124,124], OUT[103,103,103] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.948 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 8 lines
06-12 11:18:25.950 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[124,124], OUT[103,103,103] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.952 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[125,125], OUT[103,103,103] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.960 I/chatty  (  475): uid=1046(mediacodec) V4L2DecoderThre identical 3 lines
06-12 11:18:25.962 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[125,125], OUT[103,103,103] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.964 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[126,126], OUT[103,103,103] DEC[0->0] => DEVICE[3+0/3->0+0/14] => CLIENT[13]\n"
06-12 11:18:25.970 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 12
